video_url,author,comment,likes,time,clean_comment,sentiment
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@djuanboyd2642,Anyone else iPhone battery been running out faster than usual? I been thinking about getting that One Plus Phone,0,6 hari yang lalu,iphone battery running faster usual thinking getting plus phone,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@williamsbalogun1637,"Yh, artifical made memory scarcity just to justify price increase.. Weldone",0,6 hari yang lalu,yh artifical memory scarcity just justify price increase weldone,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@The-Rest-of-Us,"Doomers in the comments saying “price hikes are permanent” know NOTHING of tech history. The cheapest Apple laptop you could buy in the late ‘90s was like $5k ($10k inflation adjusted). The MacBook Neo came out at 1/20th (!) that price - while being roughly 500x faster and 5x lighter and thinner.
A 15% price increase in tech is something extremely unusual and obviously temporary - unless innovation suddenly halts completely for some reason.",0,6 hari yang lalu,doomers comments saying price hikes permanent know tech history cheapest apple laptop buy late s like k k inflation adjusted macbook neo came th price roughly x faster x lighter thinner price increase tech extremely unusual obviously temporary unless innovation suddenly halts completely reason,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@jimywealth4628,No dude it's the beginning of the end.. Crash has started you have not realized it yet,0,6 hari yang lalu,dude s beginning end crash started realized,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Bbg-y5f,They increased prices even if that models are produced in 2021 😂,0,6 hari yang lalu,increased prices models produced,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@manishbhardwaj6251,The price bump in India is insane. The prices of MacBook Pro and Vision Pro are now competing with some sports bikes and low end version of cars.,0,6 hari yang lalu,price bump india insane prices macbook pro vision pro competing sports bikes low end version cars,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@BlacksonAudioProd,Shortage of minis… price increase and they magically appear,0,6 hari yang lalu,shortage minis price increase magically appear,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@ikuturso7570,"Good luck selling ""nice to have"" upgrades. The upgrade cycle just got 1-2 years longer. Good for the environment I guess.

As with price increases, when customers get used to holding on a device for 6 years instead of 4 it is hard to make them go back.",0,6 hari yang lalu,good luck selling nice upgrades upgrade cycle just got years longer good environment guess price increases customers used holding device years instead hard make,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Zaihanisme,"""and you can thank AI for that"" and still the nincompoopery that is casual use of LLMs and genAI endures",0,6 hari yang lalu,thank ai nincompoopery casual use llms genai endures,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@TimBiester-yu6hu,"You must be really stupid to pay that much for some tech. But again, some people will only learn the hard way.",0,6 hari yang lalu,really stupid pay tech people learn hard way,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@TheoSynth,Gonna hold off for a few years before buying any new electronics,0,6 hari yang lalu,gonna hold years buying new electronics,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@AnonGoogleuser,"I don’t think people realise how that broligarch AI bubble will make everything expensive. Electricity, water, RAM and SSD are just the beginning. It won’t stop at personal compute. Every single digital service will have to raise prices in the upcoming months, as every webhoster and every classic datacenter will have to raise prices to offset new hardware that is 10 to 15 times more expensive. Especially with the massively increasing demand for digital services and the lack of awareness of how to efficiently deal with resources. Just look at all the crappy Electron applications that ship a whole browser and guzzle gigabytes of RAM for a simple chat window. Or all the inefficient vibe coded and enshittified digital services out there. Brace yourself for a massive inflation for digital services and tech. The golden years of tech are over for now.",0,6 hari yang lalu,don t think people realise broligarch ai bubble make expensive electricity water ram ssd just beginning won t stop personal compute single digital service raise prices upcoming months webhoster classic datacenter raise prices offset new hardware times expensive especially massively increasing demand digital services lack awareness efficiently deal resources just look crappy electron applications ship browser guzzle gigabytes ram simple chat window inefficient vibe coded enshittified digital services brace massive inflation digital services tech golden years tech,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@AnonGoogleuser,As long as the AI bubble doesn’t burst the memory prices will stay high or get even higher until earliest 2030 when the first new fabs go live.,0,6 hari yang lalu,long ai bubble doesn t burst memory prices stay high higher earliest new fabs live,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@thekidthatshoots,Yikes,0,6 hari yang lalu,yikes,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@donsantocruz,So disappointed. I was planning on finally buying the neo this weekend until my brother informed me it went up in price. I can afford the price increase but it just sucks that it went up. Now I’m skipping on it smh,0,7 hari yang lalu,disappointed planning finally buying neo weekend brother informed went price afford price increase just sucks went m skipping smh,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@nullnull9256,Price HIKE without AI,0,7 hari yang lalu,price hike ai,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@raythong3259,"honestly i was already thinking to go mac because it was so competitive with windows prior to price height and now the price height is just disgustingly bad, it would be so great if they kept the price and try draw in more windows people",0,7 hari yang lalu,honestly thinking mac competitive windows prior price height price height just disgustingly bad great kept price try draw windows people,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@videobiker9131,"Thank the AI world for giving me another reason to hate AI.   Along with the problems of its being opened sourced, and therefore easy to hack and also being just plain unnecessary now we can add these unbelievably ridiculous chip shortages. Here’s what I have to say about AI.
👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎 50",0,7 hari yang lalu,thank ai world giving reason hate ai problems opened sourced easy hack just plain unnecessary add unbelievably ridiculous chip shortages s say ai,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@jtg2525,Using AI is free but….its really not,0,7 hari yang lalu,using ai free really,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Jakobrmiller,@mkbhd who is the artist for the wallpaper on the macbook pro at 0:15?,0,7 hari yang lalu,artist wallpaper macbook pro,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@JCat78,You should see how much these all costs in CANADIAN DOLLAR :(,0,7 hari yang lalu,costs canadian dollar,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@loloololoolol,AI is so lovely!,0,7 hari yang lalu,ai lovely,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@zanycatswelove,No matter. Apple products are well worth the price.,0,7 hari yang lalu,matter apple products worth price,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@lakes26mi,Just got my Mac in time!,0,7 hari yang lalu,just got mac time,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@MKII22,Dodged that bullet buying earlier this year,0,7 hari yang lalu,dodged bullet buying earlier year,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@TheMangoHuman,thanks to clown you guys have choosen not AI,0,7 hari yang lalu,thanks clown guys choosen ai,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Kraggle321,Apple literally doesn’t need to hike there prices they charge like $500 for 16 gb of ram already…,0,7 hari yang lalu,apple literally doesn t need hike prices charge like gb ram,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@pshyeah1128,Temporary 😂🤣🤣🤣,1,7 hari yang lalu,temporary,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@vmvarella,Literally bought my Macbook Air for 1199 with student discount one week ago. Its 1499 now lmao,0,7 hari yang lalu,literally bought macbook air student discount week ago lmao,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@melonpan8892,Thank god i bought my macbook 5 days before this,0,7 hari yang lalu,thank god bought macbook days,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@spacemole,Everyone would trade back ai for cheaper devices,0,7 hari yang lalu,trade ai cheaper devices,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@cherray50,Thanks Trump & capitalists!,0,7 hari yang lalu,thanks trump capitalists,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@MrMadvillan,F - sam altman and dario amodei. If LLMs weren’t hyped to oblivion we wouldn’t have this problem. these people should be in jail,0,7 hari yang lalu,f sam altman dario amodei llms weren t hyped oblivion wouldn t problem people jail,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Ajay-nq2nl,I am from india. Indian price hike is very very high compared to american price. Planning to travel to dubai to buy iphone 18 pro,0,7 hari yang lalu,india indian price hike high compared american price planning travel dubai buy iphone pro,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@octaviarolle9820,I just replaced my iPad Pro and MacBook Air last month 😂,0,7 hari yang lalu,just replaced ipad pro macbook air month,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@kayotic321,Micron said they will probably have shortages we'll into 2027. Can't see these prices coming down at all,0,7 hari yang lalu,micron said probably shortages ll t prices coming,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@VideoRandomChannel,Wallets CLOSED,0,7 hari yang lalu,wallets closed,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@glendavis3183,As if Apples profit margin on ram wasn’t already high. Their ram upgrade prices have always been a bit much.,0,7 hari yang lalu,apples profit margin ram wasn t high ram upgrade prices bit,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@AveryLittleNote,Prices don’t go down. Unless there’s competition.,0,7 hari yang lalu,prices don t unless s competition,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@CartyCreative,"Some companies are definitely just using it as an excuse to raise prices. And once everyone raises them, it becomes the new normal, why would they lower them later.
Apple is sitting on a pile of cash. They could probably absorb this if they wanted to.",0,7 hari yang lalu,companies definitely just using excuse raise prices raises new normal lower later apple sitting pile cash probably absorb wanted,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Philippe.C.A-R,"Trade restrictions and policies under the Trump administration are contributing to supply chain pressures, as the administration is responsible for blocking the importation of these memory chips. American companies have historically utilized these suppliers without issue, and no other countries have imposed similar blockages.",0,7 hari yang lalu,trade restrictions policies trump administration contributing supply chain pressures administration responsible blocking importation memory chips american companies historically utilized suppliers issue countries imposed similar blockages,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@romeyrome3275,😭 man listen let me hit the open market because I wanted to upgrade my M1 MacBook Air but shiddddddd im not spending car money or rent money like that,0,7 hari yang lalu,man listen let hit open market wanted upgrade m macbook air shiddddddd im spending car money rent money like,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Jim00722,"For a company with already overpriced products, this will be the reason why I will stop buying. This price increase is too much.",0,7 hari yang lalu,company overpriced products reason stop buying price increase,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@15Kilo,It’s probably another probe to see what the customers are willing to pay and the woods they pay those prices they’ll increase them again,0,7 hari yang lalu,s probably probe customers willing pay woods pay prices ll increase,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@CaptFitzbattleaxe,I hate AI so much,0,7 hari yang lalu,hate ai,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@HaVoCX64,"MacMini m4 was around 700 euros, now it's 950 wtf",0,7 hari yang lalu,macmini m euros s wtf,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@alirazi9198,Im so happy i bought my macbook when i did,0,7 hari yang lalu,im happy bought macbook did,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@MrX8503,Don’t buy. Boycott,0,7 hari yang lalu,don t buy boycott,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@lifelesson3986,Yeah it’s temporary until people get used to it.,0,7 hari yang lalu,yeah s temporary people used,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@natbarmore,"Dangit! I need new everything [laptop and ipad], but have had other budget priorities. Wish I could’ve bought already.",0,7 hari yang lalu,dangit need new laptop ipad budget priorities wish ve bought,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@steviefranchize21,"Yeah forget all that, people need to stop buying their stuff until the prices go back down. They are already making up to 500 percent profit on some of their products",0,7 hari yang lalu,yeah forget people need stop buying stuff prices making percent profit products,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@RichardCabeza-lb7rx,"This was apple's own making, they had a chance to negotiate fairly years ago with memory makers but they had the upper hand back then and acted selfishly 😂",0,7 hari yang lalu,apple s making chance negotiate fairly years ago memory makers upper hand acted selfishly,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Lionel-Mi,China! China! China..!,0,7 hari yang lalu,china china china,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@PaulDeLeo,"great, the resale value of my new MBP just increased 😊",0,7 hari yang lalu,great resale value new mbp just increased,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@CEO_Sada,When has price increases ever been temporary?,0,7 hari yang lalu,price increases temporary,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@2crüdeband,Solution: stop building so many data centers. They’re sucking up all our resources and nobody wants to live in a world that’s controlled entirely by computers and AI.,0,7 hari yang lalu,solution stop building data centers sucking resources wants live world s controlled entirely computers ai,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@MauriceBurke,"I think that the way we're going, the world of tomorrow will be basically like Chromebooks with no processing power, and all processing will be done by AI models",0,7 hari yang lalu,think way going world tomorrow basically like chromebooks processing power processing ai models,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Arriex16,I won’t be upgrading none of my Apple products expect for my phone .,0,7 hari yang lalu,won t upgrading apple products expect phone,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@lopjj14_yeah,And now your security chip will be provided by Israeli company! Isn't that the country who likes to spy on everyone?,0,7 hari yang lalu,security chip provided israeli company isn t country likes spy,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@ManCalledMif,They can ask whatever price they want,0,7 hari yang lalu,ask price want,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@edpark54,No such thing as a temporary price increase,0,7 hari yang lalu,thing temporary price increase,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Soroush-fb7dg,It's just the new normal people. Get used to it.,0,7 hari yang lalu,s just new normal people used,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@7lKambooo,Great we already had to take out a loan just to get a storage upgrade,0,7 hari yang lalu,great loan just storage upgrade,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@talakael5601,The price increase will stay and increase further since AI is consuming all memory available on the market and this trend will continue,0,7 hari yang lalu,price increase stay increase ai consuming memory available market trend continue,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@TobyMcGuire-m9g,What if we simply stopped buying their products for 1-2 years? It would be interesting to see what percentage of their sales comes from individual consumers versus businesses and government agencies. What do you think the percentage breakdown might be?,0,7 hari yang lalu,simply stopped buying products years interesting percentage sales comes individual consumers versus businesses government agencies think percentage breakdown,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@mefilmmaking,"This company proven time after time after Jobs that they really don’t care about their customers. Instead of responding with holding your leverage & money, most consumers keep buying, in a zombie-like manner.",0,7 hari yang lalu,company proven time time jobs really don t care customers instead responding holding leverage money consumers buying zombie like manner,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@AR_breaking,IMO no company who has the resources and the money should be increasing prices.,1,7 hari yang lalu,imo company resources money increasing prices,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Nunya8650,"Boy, did I get lucky.",0,7 hari yang lalu,boy did lucky,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@dallastunestropic,There is no such thing as a temporary price increase,0,7 hari yang lalu,thing temporary price increase,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@jacobdileo5533,"Ah, yes, the Apple H goes from $299 to $349",0,7 hari yang lalu,ah yes apple h goes,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@gregjones2472,"Damn, how much u paid to say ""temporary price increase""",1,7 hari yang lalu,damn u paid say temporary price increase,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Iankandyman,Yeah I'm not buying anything anymore. *😉,0,7 hari yang lalu,yeah m buying anymore,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@darkymoonlight1570,bullshit pricy products,0,7 hari yang lalu,bullshit pricy products,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@hansob_yt,"meanwhile in Iran after the war for everything and I literally mean every single thing, the price went up 50 to 60 percent. Even on apple products and generally technology stuff.",0,7 hari yang lalu,iran war literally mean single thing price went percent apple products generally technology stuff,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@NithinJune,he’s wearing a whoop?,0,7 hari yang lalu,s wearing whoop,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@kolaarizz,"Yeah, I may not be upgrading my 16 pro this year",0,7 hari yang lalu,yeah upgrading pro year,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@feelgoodink5005,Memory isn’t having a shortage bro big tech just wants more money.,0,7 hari yang lalu,memory isn t having shortage bro big tech just wants money,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@TomHendrick05,Bomboclaat,0,7 hari yang lalu,bomboclaat,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Dawar55,No need to schill for them,0,7 hari yang lalu,need schill,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@AngryCup1,"So, AI isn't free. Who would've guessed.",0,7 hari yang lalu,ai isn t free ve guessed,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Pensandoci9,US prices now are getting close to EU prices before the increase 😂 given they’re 30% more expensive on average + the usd is a weaker currency. Most expensive setup in eu now is like a $14k machine so wild,0,7 hari yang lalu,prices getting close eu prices increase given expensive average usd weaker currency expensive setup eu like k machine wild,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@kevincheung28,Corporations adjust price upward but never backward. This new price will stay.,0,7 hari yang lalu,corporations adjust price upward backward new price stay,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@agentmulder7608,There goes the whole appeal of the Neo,0,7 hari yang lalu,goes appeal neo,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Dbdb00-i7q,Your government decided to spent their last money on bombing the 10th country this year.. maybe blame them instead?,0,7 hari yang lalu,government decided spent money bombing th country year maybe blame instead,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@UMADl3RO5,“Thank AI for that” is such a cop out. AI doesnt run itself. Eat the rich,0,7 hari yang lalu,thank ai cop ai doesnt run eat rich,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@vijay0,All these price increase delta goes to memory companies or not?,0,7 hari yang lalu,price increase delta goes memory companies,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@unstoppabletruthteller,NO ONE is actually buying a NEO for that price. It’s a 250-300 dollar laptop.,0,7 hari yang lalu,actually buying neo price s dollar laptop,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@unstoppabletruthteller,Fake industry wide artificial excuse to raise prices keep happening across the economy. Stop falling for fake limitations. It’s political people trying to control outcomes!!!! It’s all a big con.,0,7 hari yang lalu,fake industry wide artificial excuse raise prices happening economy stop falling fake limitations s political people trying control outcomes s big,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@burzum8312,$200 for additional 8GB RAM is just insane and it’s not even DDR6,0,7 hari yang lalu,additional gb ram just insane s ddr,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@zakk-kaye,STOP USING AI Y'ALL,0,7 hari yang lalu,stop using ai y,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@LAWLESSKING,lol and here for a second I thought they were using their immense wealth to do something good for the plebs with the MacBook neo….,0,7 hari yang lalu,lol second thought using immense wealth good plebs macbook neo,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@hellogoodbye.,How can they raise the Vision Pro!?,0,7 hari yang lalu,raise vision pro,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@RobertKirkpatrick84,"Easy to find a refurbished m1 MacBook pro for 550-650.  It is more or less better than a neo in every way, and you can usually find one with a 1 year warranty too.",0,7 hari yang lalu,easy refurbished m macbook pro better neo way usually year warranty,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@rhystudordavies,"Buy used and develop a little patience when new releases drop, problem solved",0,7 hari yang lalu,buy used develop little patience new releases drop problem solved,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@brianbuddy2ACP,"Now I suspect that iPhones will go up in price in September. My prediction, the iPhone 17 will remain the same, while the iPhone 18 Pro goes up to $1300 for 256 GB, while its pro max counterpart will go to $1500 for 256 GB, and the regular iPhone 18 will be $1k (yea, I’m 100% percent aware of the rumors that the regular iPhone 18 won’t come until march 2027, but I’m skeptical about that TBH. It would make no sense given history, but I digress.), and the second gen iPhone Air will go up to $1100",0,7 hari yang lalu,suspect iphones price september prediction iphone remain iphone pro goes gb pro max counterpart gb regular iphone k yea m percent aware rumors regular iphone won t come march m skeptical tbh make sense given history digress second gen iphone air,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@mannyguapo7860,Baggage fee’s all over again.,0,7 hari yang lalu,baggage fee s,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@freddyfingers3,Time to streamline,0,7 hari yang lalu,time streamline,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@IbrohimIsoqov-n7j,Jeans look nice)),0,7 hari yang lalu,jeans look nice,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@KaranBhatt-fu2gp,"Just bought Ipad last month with 50$ discounts. Was sad I went ahead with just 50$ discounts but happy that I saved this much.

And dollar are Canadian",0,7 hari yang lalu,just bought ipad month discounts sad went ahead just discounts happy saved dollar canadian,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@alljosiah,Thank God I bought my 15 inch MacBook Air M5 before all this price hikes,0,7 hari yang lalu,thank god bought inch macbook air m price hikes,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@MarioP495,That iPad air is tough to swallow,0,7 hari yang lalu,ipad air tough swallow,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@hnovadotnet,Definitely will hurt Apple and peoples upgrade cycle.,0,7 hari yang lalu,definitely hurt apple peoples upgrade cycle,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@G07R007,thank you AI! dont forget im an ally,0,7 hari yang lalu,thank ai dont forget im ally,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@iMartianx,Prices aren’t going down and AI isn’t going any where so the world better get use to it lol,0,7 hari yang lalu,prices aren t going ai isn t going world better use lol,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@nosenseofhumor1,Micron locked in high memory prices for 5 years. Hopefully the new Chinese memory fabs save us from our idiot selves.,0,7 hari yang lalu,micron locked high memory prices years hopefully new chinese memory fabs save idiot selves,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@travis_approved,Fuck AI,0,7 hari yang lalu,fuck ai,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Sommere92,"Trust me, the prices will never drop again.",0,7 hari yang lalu,trust prices drop,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@AustinFerguson,"Shareholder value futures increased. 

No price decreases ever. 🎉",0,7 hari yang lalu,shareholder value futures increased price decreases,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Tronblue007,Time will tell.,0,7 hari yang lalu,time tell,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@boltbeast5793,I have bought m4 air for 899$ and seeing air price of M5 rise to 1299$ I am feeling happy 😁,0,7 hari yang lalu,bought m air seeing air price m rise feeling happy,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@hugh_jerrah,"Classic ratchet economy, it only clicks one way.",0,7 hari yang lalu,classic ratchet economy clicks way,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@KennethBoatswain,Just another way to grab your lunch,0,7 hari yang lalu,just way grab lunch,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@barbas_2322,So that's mean it's not recession yet or al ready passed. Good notices,0,7 hari yang lalu,s mean s recession al ready passed good notices,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@chase.parsley,Bought the IPad Air M4 for $515 yesterday. It’s $749 now so thank god I did😅,0,7 hari yang lalu,bought ipad air m yesterday s thank god did,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@beanieweeneee,How do you just casually increase the price on products that are already out? Insane,0,7 hari yang lalu,just casually increase price products insane,Negative
